date,content,hours,minutes,memo,tag
2025-08-04,オリジナルWebアプリ開発（リファクタリング、Controllerの一部を共通化（途中））,5,0,"中間テーブルの基底Entityインターフェースを定義し、各Entityレコードにimplementsさせる。BiFunction<>を使うことで、ジェネリクスで受け取った型を初期化できるようになる。ヘルパークラスに共通メソッドを実装し、中間テーブルのEntityやServiceをジェネリクスで渡すことで、アクションごとのタグ付け処理を共通化。
各DTOの基底クラスを抽象クラスとして定義。Entity→DTO変換メソッドなどを共通化して各DTOでoverrideして実装。自己参照ジェネリクスを用いて、自身のクラスを戻り値として返せるようにした。抽象型で受けたクラスのメソッドは、基底クラスで定義されたもののみ呼び出し可。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Tagify"
2025-08-03,オリジナルWebアプリ開発（リファクタリング、Service / Mapperの共通化）,4,45,"中間テーブルのServiceを共通化するために、基底Serviceを抽象クラスとして定義して各Serviceがextendsで継承。
同じく中間テーブルのMapperを共通化するために、基底インターフェースを各Mapperがextendsで継承。
両者のジェネリクスに渡せるように、各中間テーブル用のEntityを用意。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Tagify"
2025-08-02,オリジナルWebアプリ開発（リファクタリング）,0,30,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Tagify"
2025-08-01,オリジナルWebアプリ開発（リファクタリング、タグ付機能の実装（アクション別・途中））,3,45,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Tagify"
2025-07-31,オリジナルWebアプリ開発（リファクタリング、タグ付機能の実装（アクション別・途中））,5,30,"リファクタリングしつつJavaDocを記載。JavaDocは冗長かもと思いつつ細かめに書いたけど、長くなってしまった箇所もあったので最終的には削ることになりそう。
タグ付け機能は一昨日・昨日で実装したものを別のアクションにも反映。アクションごとにデータの持ち方が違うため、調整に苦戦💦","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Tagify"
2025-07-30,オリジナルWebアプリ開発（タグ付機能の実装）,3,0,"JSON形式で取得した文字列をObjectMapper.readValue()を使ってMap<String, String>に変換。.stream().map(m->m.getOrDefault(""value"","""").toList()で値のみ取り出してリスト化して複数タグを扱うことにした。
表示時はString.join()で「,」区切りのひとつの文字列にして対応。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Tagify"
2025-07-30,React本（副作用、純粋関数、純粋なコンポーネント、strict mode）,1,45,"副作用、純粋関数、純粋なコンポーネントについて。Reactではコンポーネントの純粋性を保つ（同じ入力に対して常に同じ出力を返す）ことが重要。
副作用とは、レンダリングには直接関係しない外部とのやりとり。コンポーネント内で副作用を実行すると純粋性を保てない。","#React, #JavaScript"
2025-07-29,オリジナルWebアプリ開発（タグ付機能の実装（途中））,4,30,タグ付けの補助ライブラリとしてTagifyを導入。whitelistにDB登録済みのタグをListで設定することで候補出しを実装。入力内容を取得するとJSON形式になっていたので、ObjectMapperでJSON→オブジェクトに変換する処理を実装する。,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML, #Tagify, #JavaScript"
2025-07-28,オリジナルWebアプリ開発（メモの登録 / 更新 / 削除機能の実装、記事ストックの登録 / 更新 / 削除機能の実装）,4,0,Mackdown→HTMLの変換を実装。ソフトブレイクも改行されるようにMutableDataSetで設定。サニタイズはPolicyFactoiyでリンク、ブロック、テーブルのみ許可。画像は説明文&URLで表示されるようにPattern.compile()と.matcher()、matcher.replaceAll()で正規表現を用いて先に変換。,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML, #EasyMDE"
2025-07-28,React本（宣言的 / 命令的UI、useReducer、レンダリング、useRef）,1,30,"useReducerもローカルステート。const [state(状態), dispatch(stateとactionをreducerに渡す関数)] = useReducer(reducer(dispatchから渡された情報を基にstateを更新する関数), initialState(stateの初期状態))という構造。更新ロジックを一元管理することができ、複雑な処理に向いてる。
useRefは「DOM要素の操作」「レンダリングに影響しない値の保存」時に使用。
例えば前者でvideoを再生する場合、DVDデッキなどのイメージ。const videoRef = useRef(null) でデッキを用意する。まだ電源は繋いでいない（null）。<video ref={videoRef}>で用意したデッキを電源に繋ぐ。
<source src={sampleVideo}>でDVDを入れる。if(videoRef.current)で電源が入っているか確かめる。状態に合わせて.play()で再生ボタンを押す、.pause()で一時停止ボタンを押す、というイメージ。","#React, #JavaScript"
2025-07-27,オリジナルWebアプリ開発（メモの登録 / 更新 / 削除機能の実装（途中））,2,30,メモ機能はEasyMDEをUNPKG CDNで導入してMarkdown記法で入力できるようにした。CDNは見直すかも。オプションはフロント実装時に再検討予定。エディタ入力→DTO→Entity→DB登録は成功。flexmark-javaとOWASP Sanitizerを依存関係に追加した。,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML, #EasyMDE"
2025-07-27,React本（ラッパーコンポーネント、children）,1,30,"イベント関数は宣言時にはただの汎用的なイベントハンドラで用途未定。イベントと結び付いて初めて意味を為す。イベントが発生すると自動的にイベントオブジェクトが渡される。
ステートはconst [状態, 状態を更新する関数] = useState(初期設定)という構造。useStateはローカルステート。","#React, #JavaScript"
2025-07-26,オリジナルWebアプリ開発（目標（goal）の登録 / 更新 / 削除機能の実装）,5,30,"ドロップダウンリストからstatusを選択してDTO→Entity変換時にString→booleanに変更。DTOでは英字名で保持し、View表示時はdto.statusLabelを参照して日本語名で表記。
DB登録後にAUTO INCREMENTのidをパス変数に渡せるように、mapperにOptionsアノテーションを追加。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML"
2025-07-26,React本（ラッパーコンポーネント、children）,1,0,ラッパーコンポーネントは、コンポーネントや機能を包み込んだコンポーネントのこと。親コンポーネントでラッパータグで囲んだ要素を子要素（children）としてラッパーコンポーネントに渡すことができる。,"#React, #JavaScript"
2025-07-25,オリジナルWebアプリ開発（できたことリスト（done）登録 / 更新 / 削除機能の実装）,3,0,"学習時間をDBに登録する際、データ型をDECIMALにしていたけど、MySQLでは桁数を指定しないとデフォルトで(10,0)で整数に丸められてしまうため、ALTER TABLEでDECIMAL(4,2)に修正。DECIMALはJavaではBigDecimal、HTMLではtextで扱うため、DTOではStringで受け取り、Entityに変換するメソッド内でnew BigDecimal()でパースする。バリデーションチェックはDTOで小数点を含む5桁にしつつ、Controller側で日別の時間が24を超える場合にエラーを吐くようにした。最終的にはJSでリアルタイム計算&弾くようにしたい！（フロント実装時に検討予定）","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML"
2025-07-25,React本（JSXについて、条件分岐、繰り返し処理、コンポーネント、export、Props）,1,0,JSXの基本部分。コンポーネントごとにファイルを分けるのは、Javaで責任分離のためにクラスを分けるのと同じ感覚。exportの使い分けも概要は頭に入ったので、実際に書いていくなかで感覚を掴みたい。親子コンポーネントの引数渡し、スプレッド構文、分割代入も慣れが必要そう。,"#React, #JavaScript"
2025-07-24,オリジナルWebアプリ開発（PathValiableでURLから値を取得、できたことリスト（done）周り（途中））,2,0,パラメーターを変数で設定して、DTO→パス→メソッドというふうに値を渡す処理を実装できた！,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #Thymeleaf, #HTML"
2025-07-24,"React本（環境構築: Node.js, Vite, 依存PKGのインストール、ESLint, Prettierの導入）",2,0,"React本は環境構築部分。ESLintとPrettierが便利すぎて感動✨ それぞれプロジェクトごとにカスタムできるし、チーム開発にもってこいなのではと思った。
開発サーバーの起動、製品モードの書き出しと確認、Prettierの実行、とコマンドが複数出てきたので覚えていきたい","#React, #JavaScript, #Node.js, #Vite, #ESLint, #Prettier"
2025-07-23,オリジナルWebアプリ開発（やることリスト（todo）登録 / 更新 / 削除機能の実装）,2,0,hiddenで置いたidが0で内容が空欄の場合はcontinue、idが0で内容がある場合はINSERTで新規登録、idが0で内容が空欄の場合はDELETEで削除、idが0で内容がある場合はUPDATEで更新、が実装できた！,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML"
2025-07-23,React本（コンポーネント、宣言的UI、MPAとSPA、仮想DOM、苦手なこと）,1,30,"Reactは複数のコンポーネント（部品）を組み合わせてUIを構成する。
宣言的UI：「状態に応じて表示してね」と指定するだけで、値をどう扱ってどう更新するかはフレームワークに委ねる仕組みのこと
MPAはページ遷移時に毎回全体を再読込する。URLごとにページが切り替わり、それぞれに専用のhtmlテンプレートが必要。SPAは一部だけ差し替え。URLはひとつで、URLや状態に応じてJSがコンポーネントを切り替える。
仮想DOMはVBAのScreenUpdating=FalseとApplication.Calculation=xlManual（描画と自動計算を止めておいて、処理実行後に再描画&自動計算）に近いイメージ。仮想DOMツリーをメモリ上に作って、差分検出して必要最小限の変更をDOMに反映する。","#React, #JavaScript"
2025-07-22,オリジナルWebアプリ開発（やることリスト（todo）登録機能の実装（途中））,5,0,"ひとつの日付に対して複数の内容を入力→DBにはバラして登録→DBから取得した内容を日付でまとめて表示、ができた。セッションから取得したユーザー情報もちゃんと登録できてた。
更新処理のロジック（hiddenの値を取得して判定）がまだちゃんとできてないから固めたい。
View↔️Controllerの受け渡しの部分で手こずることが多いから、フロントの細かい部分というかちゃんとした見た目にするところはあとでやるにしても、バックを進めるにあたってもう少しフロントの知識があったほうがスムーズに進められそう。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML"
2025-07-21,オリジナルWebアプリ開発（ユーザー情報をセッションから取得、ログアウト機能）,3,30,"ユーザー情報はSecurityContextHolder.getContext().getAuthentication().getPrincipal()でログイン時に作ったCustomUserDetailsから取得できた。これで投稿機能を実装時にユーザー情報と併せてDBに登録できるはず！
ログアウト機能はひとまず最小構成で設定。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #SpringSecurity"
2025-07-20,オリジナルWebアプリ開発（ユーザー登録機能の実装）,4,30,"DTOの扱いを掴むまでに苦戦した💦 DTOはフォームに入力された値をバリデーションチェックしながらDBに渡すデータに変換するオブジェクト。基本的にはビジネスロジックは持たないけど、「変換」だから責務内と見なしてDBに渡す用のtoEntityだけ持たせて、エンコードもここで行うことにした。
無事にフォームに入力された値を取得→変換&パスワードのハッシュ化→DB登録ができて、新規登録したデータでのログインも確認できた。
DBのUNIQUEキーに応じた例外処理も実装して、重複エラー、バリデーションエラーのメッセージも仮置きしたので、あとはフロント実装時に詰める予定。","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML"
2025-07-19,オリジナルWebアプリ開発（ログイン機能の実装）,5,45,"Spring Security、カスタマイズ性が高すぎるせいか、人によってやり方が少しずつ異なっていて、どの工程が必須なのかわかりづらかったので、自分の認識を整理しながら処理の流れを確認するためにChatGPTと相談して進めた。
AuthenticationManagerで受け取ってDaoAuthenticationProviderに委譲する部分の理解が曖昧だったことが判明。ひとまずシンプル設計でProviderは自作せずに進めることにした。
認証が上手くいかず、詳細ログを出力したらuserIdがフォームから取得できていなかったので、コードを確認したところ、usernameParameter()の指定とhtmlのname属性がズレていたことが判明。そこを揃えたら無事にフォームに入力した内容を取得できて、DBに登録済みの情報を基にログインする機能が実装できたー！ やったー！","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis, #Thymeleaf, #HTML"
2025-07-18,オリジナルWebアプリ開発（ログイン機能の実装（途中））,4,15,Spring本と公式リファレンスと技術記事を照らして確認しながら書いて、デフォルトのログインページから仮置きのログインページへの変更と自動で生成されるID&PWでのログインは実装できた。,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #Thymeleaf, #HTML"
2025-07-17,"オリジナルWebアプリ開発（Service, Controllerの実装（途中））",0,45,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト"
2025-07-16,職務経歴書の作成,0,30,,#就職活動
2025-07-16,"オリジナルWebアプリ開発（Service, Controllerの実装（途中）、DBテーブルの修正）",3,0,"テーブル作成時にカラム名やデータ型を間違えていたものがあったことに気づいたので修正。Service、Controllerも一部実装。ひとまずテーブルごとに実装しておいて、フロント着手時に構成を見直す予定。

《メモ》
＊ALTER TABLE文のMODIFY句でデータ型、CHANGE句でカラム名&データ型を変更できる","#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis"
2025-07-15,オリジナルWebアプリ開発（Mapperインターフェースの実装）,2,30,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #MySQL, #MyBatis"
2025-07-14,職務経歴書の作成,1,0,,#就職活動
2025-07-14,オリジナルWebアプリ開発（ログイン機能の実装（途中））,1,30,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #SpringSecurity"
2025-07-13,先輩受講生のインタビュー動画を視聴,1,0,,#就職活動
2025-07-13,自己分析,2,0,,#就職活動
2025-07-13,職務経歴書の作成,2,0,,#就職活動
2025-07-12,職務経歴書の作成,0,30,,#就職活動
2025-07-12,オリジナルWebアプリ開発（コンテナの設定、DBテーブルの初期化、ログイン機能の実装（途中））,5,15,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト, #Docker, #MySQL, #SpringSecurity"
2025-07-11,職務経歴書の作成,1,45,,#就職活動
2025-07-10,職務経歴書の作成,0,30,,#就職活動
2025-07-10,オリジナルWebアプリ開発（要件定義）,3,45,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト"
2025-07-09,職務経歴書の作成,0,30,,#就職活動
2025-07-09,オリジナルWebアプリ開発（要件定義（途中））,3,30,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト"
2025-07-08,職務経歴書の作成,0,45,,#就職活動
2025-07-08,オリジナルWebアプリ開発（依存関係の整理、DBテーブル構造の設計、スケッチの作成）,3,30,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト"
2025-07-07,職務経歴書の作成,0,30,,#就職活動
2025-07-07,オリジナルWebアプリ開発（アイディア出し）,3,15,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト"
2025-07-06,自己分析,1,45,,#就職活動
2025-07-06,職務経歴書の作成,1,45,,#就職活動
2025-07-05,Javaコース Webアプリ開発編 Day14（EC2を作成して、簡単なLinux環境を構築（復習））,1,15,Linux2023でEC2インスタンスを再作成。SSH接続が上手くいかなくてタイムアウトに。インスタンス削除→再作成を何度かするうちに、デフォルトのサブネットがprivateなことに気づき、publicを選択して作成したら、無事に接続できた。昨日と同じUNPRECEDENTED〜が出たのでchmod 400で権限付与。Linux2023にはamazon-linux-extrasが存在しないので、sudo dnf install javaでインストール。そのままだと24になっちゃうので、java-21-amazon-corretto-develと指定。,"#Java, #Webアプリ開発, #AWS, #EC2, #Linux"
2025-07-05,Javaコース Webアプリ開発編 Day15（RDSの作成）,0,45,Linux2023にはmysqlも存在しないようだったので、sudo dnf install mariadb105でコマンドラインクライアントをインストールして解決。,"#Webアプリ開発, #AWS, #RDS, #MySQL, #Linux"
2025-07-05,Javaコース Webアプリ開発編 Day16（EC2上でSpringBootを起動）,1,30,git clone後、viコマンドでファイルを修正したら、escキーでノーマルモードに戻って:wqで保存して終了する必要有り。無事にJava21のまま、EC2上でSpring Bootを起動させることに成功！ ELBの作成も問題なくできました。,"#Java, #SpringBoot, #Webアプリ開発, #AWS, #EC2, #Linux"
2025-07-05,Javaコース Webアプリ開発編 Day17（ELBの作成）,1,15,,"#Webアプリ開発, #AWS, #ELB"
2025-07-05,Javaコース Webアプリ開発編 Day18（複雑なWebアプリケーションの概要）,0,45,,#Webアプリ開発
2025-07-05,Javaコース（リスキリング） 総復習テスト（初級編）,0,15,,"#Java, #Webアプリ開発, #MySQL, #SpringBoot, #AWS, #ELB"
2025-07-05,職務経歴書の作成,1,45,,#就職活動
2025-07-04,Javaコース Webアプリ開発編 Day14（EC2を作成して、簡単なLinux環境を構築）,1,45,"SSH接続をしようとしたら""Warning: UNPROTECTED PRIVATE KEY FILE!""が出た。秘密鍵を保護せよとのことなので、調べてchmodで権限を付与。600にしたけど、400でも良かったのかも。改めてchmodについて調べたらまとめてくれている記事があった。","#Java, #Webアプリ開発, #AWS, #EC2, #Linux"
2025-07-04,Javaコース Webアプリ開発編 Day15（RDSの作成）,1,0,"インスタンスタイプの選択肢に動画にはなかった""db.t4g.micro""があり、見たところのスペックは同じようだったので調べてみたところ、""db.t3.micro""と同等スペックで低価格とのこと。どちらも無料枠で使えるようだったので""db.t4g.micro""を選択してみた。","#Webアプリ開発, #AWS, #RDS, #MySQL, #Linux"
2025-07-04,Javaコース Webアプリ開発編 Day16（EC2上でSpringBootを起動（途中））,2,45,"EC2上でSpring Bootを起動させる際、リポジトリのクローンに苦戦。SSHへの理解が甘かった。EC2でSSHを作成→GitHubに追加→EC2に登録→クローンでできた。
Javaバージョン違いでビルドエラー（想定内）。Linux2が17なのに対し、Appは21。Linux2に21をインストールしようと思ったが、すでにrampdownフェーズで21は公式では非提供の模様。Appを17にしようと思ったが、OracleのDLページは21と24のみで、17はアーカイブ扱い。
どうしようか迷ったけど、Linux2023でEC2インスタンスを作り直してJDK21で統一することにして、EC2インスタンスとRDSを削除。
復習も兼ねてまたEC2インスタンスの作成→RDSの作成をして、今度こそSpring Bootの起動までいきたい！","#Java, #SpringBoot, #Webアプリ開発, #AWS, #EC2, #Linux"
2025-07-03,Javaコース Webアプリ開発編 Day12（クラウド / AWSとは）,0,30,,"#AWS, #Webアプリ開発"
2025-07-03,Javaコース Webアプリ開発編 Day13（AWSのアカウント作成 / AWS利用時の注意事項）,0,45,MFA認証を設定する際に、どの認証方式にするべきなのか、少し悩んだ。セキュリティや従量課金など、今後使用するにあたって意識しておかなければいけないこともあることがわかったので、講義と並行して調べたい。わかりやすそうな書籍があるか調べる！,"#AWS, #Webアプリ開発"
2025-07-03,オリジナルWebアプリ開発（アイディア出し）,0,45,,"#Java, #SpringBoot, #Webアプリ開発, #個人開発, #えらいコレクト"
2025-07-02,Javaコース Webアプリ開発編 Day10（SpringBoot上での例外処理）,2,30,,"#Java, #SpringBoot, #Webアプリ開発, #Postman"
2025-07-02,Javaコース Webアプリ開発編 Day11（認証と認可）,1,0,,"#Java, #SpringBoot, #Webアプリ開発, #SpringSecurity"
2025-07-01,Javaコース Webアプリ開発編 Day7（REST APIの解説）,1,0,,"#Java, #SpringBoot, #Webアプリ開発"
2025-07-01,Javaコース Webアプリ開発編 Day8（REST APIの実行方法）,1,0,,"#Java, #SpringBoot, #Webアプリ開発, #Postman"
2025-07-01,Javaコース Webアプリ開発編 Day9（設定値、難易度、各種情報登録、更新処理の作成）,1,45,"POST実行時に「8080はすでに使ってるよ」エラーだったので、lsof -i :8080で使用しているプロセスを確認して、kill -{PID｝で終了させて解決。
バルクINSERTやバルクUPDATEを実行するには、jsonをリスト形式で書くだけじゃなくて、実装コードも一括処理ができるように変更する必要があるみたいだった（Serviceクラスのメソッドをfor文にする？）。","#Java, #SpringBoot, #Webアプリ開発, #Postman"
2025-06-30,Javaコース Webアプリ開発編 Day4（SpringとSpringBootの違い）,0,30,,"#Java, #SpringBoot, #Webアプリ開発"
2025-06-30,Javaコース Webアプリ開発編 Day5（設定値、難易度、各種情報取得処理の作成 前編）,2,0,"《メモ》
＊War（Web Application Archive）はJavaのWebアプリケーションをひとつにまとめたファイル","#Java, #SpringBoot, #Webアプリ開発"
2025-06-30,Javaコース Webアプリ開発編 Day6（設定値、難易度、各種情報取得処理の作成 後編）,2,0,,"#Java, #SpringBoot, #Webアプリ開発"
2025-06-29,Javaコース Webアプリ開発編 Day1（Webアプリケーションとは）,0,45,,#Webアプリ開発
2025-06-29,Javaコース Webアプリ開発編 Day2（アプリケーションサーバーについて）,0,45,,#Webアプリ開発
2025-06-29,Javaコース Webアプリ開発編 Day3（SpringBootでHelloWorld）,2,0,"HelloWorld の表示は中級Day8の課題としてもやっていたけど、QuickStart Guideの手順とは少し違っていたので、もう一度やってみた。Spring Bootは最新の3.5.3、Javaは手元のバージョンに合わせて21を選択。
講義動画と違って、何も設定しない場合はエラー画面ではなく”It works!”が表示された。
“It works!”は何も設定しない場合のデフォルトの画面らしいのだけど、これがどこからきているのか、設定ファイルなどが見当たらずわからなかった🤔 気になるのでまた調べてみたい。

《メモ》
＊Controllerは、リクエストを受け取り、適切な処理を実行してレスポンスを返す役割を担う。MVCのC。","#Java, #SpringBoot, #Webアプリ開発"
2025-06-28,Dockerコンテナ、MySQL、MyBatisの接続の復習（Qiita記事の作成）,4,0,,"#Java, #Docker, #MySQL, #MyBatis, #Qiita"
2025-06-28,ミニゲーム開発（開発メモの整理）,1,0,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-27,Dockerコンテナ、MySQL、MyBatisの接続の復習（Qiita記事の作成（途中・3編構成のうち2編完成））,6,0,,"#Java, #Docker, #MySQL, #MyBatis, #Qiita"
2025-06-27,ミニゲーム開発（リポジトリを更新）,0,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-26,Dockerコンテナ、MySQL、MyBatisの接続の復習（Qiita記事の作成（途中・3編構成のうち1編完成））,4,30,"Qiitaの記事、書き始めていたら長くなりそうだったので内容に鑑みて、①コンテナ作成編、②MyBatis連携編、③番外編（コンテナ作成時の警告メッセージを紐解く）の3編構成にすることにした。うち、①は完成！ 残りの②、③を書き終えてから一度に投稿予定。
自分の記事を読んだ誰かが困らないように、と意識することで、改めてしっかりとソースを確認して自分の理解を深めることに繋がるのだと実感。実際に曖昧だった部分が少し晴れて、push済みのリポジトリを一部修正する必要がありそう。","#Java, #Docker, #MySQL, #MyBatis, #Qiita"
2025-06-25,Dockerコンテナ、MySQL、MyBatisの接続の復習（Qiitaアカウントの作成、Qiita記事の作成（途中））,4,45,"前々回・前回の1on1で、躓いたところなどはQiitaに残しておくと良いよとアドバイスをいただいていて、以前はまだまだ自分が投稿なんて…と思っていたけど、何事も経験じゃ！決意し、復習も兼ねてdocker周りで試行錯誤した部分を記事にしてみようと思い、Qiitaアカウントを作りました！
文章を書いていくなかで、記事にするからには、と実装時よりもしっかり調べて理解しようとする気持ちが生まれるので、「なんとなくこうしたら成功した」の一歩先に行ける気がしています。","#Java, #Docker, #MySQL, #MyBatis, #Qiita"
2025-06-24,ミニゲーム開発（プレイ動画の編集、READMEの作成、GitHubへpush）,6,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #BlackHole, #DaVinciResolve"
2025-06-23,ミニゲーム開発（プレイ動画の収録・確認、プレイ動画の編集（途中）、コードの軽微修正）,7,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #BlackHole, #DaVinciResolve"
2025-06-22,ミニゲーム開発（プレイ動画の収録・確認、プレイ動画の編集（途中））,6,15,昨日録った素材を使っていざ編集！と思ったら、一部不備が見つかって録り直しに。昨日確認したときは気付かなかった💦 その後はDavinci Resolveに苦戦。はじめましてのアプリに対する読みが甘かった😭,"#Minecraftプラグイン開発, #個人開発, #BreakSpell, #BlackHole, #DaVinciResolve"
2025-06-21,ミニゲーム開発（プレイ動画の収録・確認（途中）、コードの軽微修正）,7,0,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #BlackHole"
2025-06-20,ミニゲーム開発（プレイ動画の収録・確認（途中）、コードの軽微修正）,8,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #BlackHole"
2025-06-19,ミニゲーム開発（READMEの作成（途中）、プレイ動画の収録（途中））,5,45,今回は音響効果もつけているので、内部音源を収録できるようにBlackHoleをインストール。画面録画のテストは完了！ プレイ動画はもはや毎度お馴染みのマイクラ操作下手すぎ問題が再び足を引っ張っている😂,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #BlackHole"
2025-06-18,ミニゲーム開発（READMEの作成（途中））,5,0,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-17,ミニゲーム開発（コーディング: コードの最終確認&最終実行確認、READMEの作成（途中））,5,15,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-16,ミニゲーム開発（コーディング: コードの最終確認・リファクタリング（途中）、最終実行確認（途中）、READMEの作成（途中））,4,15,"最終確認をするなかでさらにリファクタリングできるのでは？ってところが見つかってしまった。処理のかたまりをメソッド抽出することは意識できるようになってきたけど、抽出済みのメソッドのかたまりを抽出することを見落としがちのような気がしている。
設計の段階でしっかりと組み立てられていたら予めある程度のかたまりが見えた状態でコードを書き始めることができそうだから、やっぱりしっかりと設計することが大事なんだろうなと改めて感じた。今度何かを作るときは、そこもちゃんと意識したい。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-15,ミニゲーム開発（コーディング: バグの修正、コードの最終確認（途中）、最終実行確認（途中））,5,30,昨日躓いたところは無事解決！ メソッド内でベタ打ち代入していた部分を、enumに持たせたメソッドを呼び出して代入する形に変更したのに、連動するメソッドに渡す引数を変更してなかったことが原因だった。コードを修正するときは必ず関連メソッドも確認しないとだめだなと反省💧,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-14,ミニゲーム開発（コーディング: コードの最終確認（途中）、最終実行確認（途中））,5,45,"最終確認で削ったコードが必要なコードで実行確認時にエラーになって無限にゾンビが湧き続ける現象アゲイン💦 原因はすぐにわかったので修正して解決。DB周りも想定と違う挙動になっていたので修正。まだ直しきれていない箇所もあるので確認と修正をする！
DB周りは特にレコードがない状態の検証をデータを消しては確認してを繰り返したつもりだったけど、足りてなかったのかなと思う。コードに少しでも手を加えたら都度実行確認しないとだめだなと改めて実感。今回は見送ったけど、次の機会にはテストコードにも挑戦したい！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-13,"ミニゲーム開発（コーディング: delay, period, volume, pitch, countなどの数値の定数化、コードの最終確認（途中））",5,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-12,ミニゲーム開発（Dockerの導入: docker compose up -dの実行確認、プラグインとdockerの接続確認）,5,30,"はじめローカルのMySQLを確認してしまっていて、DBできてない！なんで！となったけど、コンテナ内に作っているからコンテナ内を覗かなきゃいけないことに気が付いて、docker exec -it {コンテナ名} mysql -u root -p で確認したらちゃんと作成できてた。
MyBatisからコンテナ内部のDBを読み込むのも苦戦。docker-compose.ymlでポート番号を3306:3306で指定してDBを作成していたけど、3306はローカルのMySQLがすでに使っているから、MyBatisがlocalhost:3306を読み込もうとするとローカルのMySQLを読んでしまいunknown databaseに。
docker-compose.ymlの指定を3307:3306に、mybatis-config.xmlのurlをlocalhost:3307に修正して解決！

《おさらい》
＊「ホストOSのポート番号:コンテナ内のポート番号」で、ホストのOSのポート番号にアクセスするとコンテナ内のポート番号に転送するよ、という意味","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis, #Docker"
